participant,event_type,event_ts,event_ts_float,window_start,window_end,duration_sec,distance_px,start_x,start_y,end_x,end_y,delete_key,event_id
260809_YWH_W_AI,annotation,2026-08-09 09:11:53.669,1786237913.669,2026-08-09 09:11:43.669,2026-08-09 09:12:03.669,0.413,137.7,999.6,533.1,1103.0,624.0,,432
260809_YWH_W_AI,annotation,2026-08-09 09:11:57.037,1786237917.037,2026-08-09 09:11:47.037,2026-08-09 09:12:07.037,0.106,0.2,1103.8,620.4,1103.8,620.7,,433
260809_YWH_W_AI,annotation,2026-08-09 09:19:51.843,1786238391.843,2026-08-09 09:19:41.843,2026-08-09 09:20:01.843,0.12,0.5,1126.6,624.3,1127.0,624.3,,434
260809_YWH_W_AI,annotation,2026-08-09 09:20:02.384,1786238402.384,2026-08-09 09:19:52.384,2026-08-09 09:20:12.384,0.207,0.3,1187.2,499.0,1186.9,499.2,,435
260809_YWH_W_AI,annotation,2026-08-09 09:21:18.253,1786238478.253,2026-08-09 09:21:08.253,2026-08-09 09:21:28.253,0.982,53.8,990.8,565.0,956.4,523.5,,436
260809_YWH_W_AI,annotation,2026-08-09 09:23:05.585,1786238585.585,2026-08-09 09:22:55.585,2026-08-09 09:23:15.585,0.105,0.2,972.0,534.6,971.8,534.6,,437
260809_YWH_W_AI,annotation,2026-08-09 09:23:44.676,1786238624.676,2026-08-09 09:23:34.676,2026-08-09 09:23:54.676,0.104,0.2,1008.4,634.7,1008.6,634.7,,438
260809_YWH_W_AI,annotation,2026-08-09 09:25:26.368,1786238726.368,2026-08-09 09:25:16.368,2026-08-09 09:25:36.368,0.106,0.6,955.1,783.2,955.6,783.7,,439
260809_YWH_W_AI,annotation,2026-08-09 09:25:55.410,1786238755.41,2026-08-09 09:25:45.410,2026-08-09 09:26:05.410,3.793,124.4,1120.0,743.8,1242.1,719.8,,440
260809_YWH_W_AI,annotation,2026-08-09 09:26:44.976,1786238804.976,2026-08-09 09:26:34.976,2026-08-09 09:26:54.976,0.105,0.2,865.7,624.9,865.9,624.9,,441
260809_YWH_W_AI,annotation,2026-08-09 09:27:58.352,1786238878.352,2026-08-09 09:27:48.352,2026-08-09 09:28:08.352,2.653,63.2,1060.6,663.0,1121.7,646.6,,442
260809_YWH_W_AI,annotation,2026-08-09 09:28:03.443,1786238883.443,2026-08-09 09:27:53.443,2026-08-09 09:28:13.443,2.589,34.8,1112.9,648.2,1081.5,663.2,,443
260809_YWH_W_AI,annotation,2026-08-09 09:28:22.291,1786238902.291,2026-08-09 09:28:12.291,2026-08-09 09:28:32.291,1.672,97.5,971.4,457.9,1050.7,401.0,,444
260809_YWH_W_AI,annotation,2026-08-09 09:29:36.142,1786238976.142,2026-08-09 09:29:26.142,2026-08-09 09:29:46.142,0.112,1.8,1026.2,557.8,1028.0,557.5,,445
260809_YWH_W_AI,annotation,2026-08-09 09:30:42.165,1786239042.165,2026-08-09 09:30:32.165,2026-08-09 09:30:52.165,6.39,74.2,1118.1,672.9,1050.4,642.6,,446
260809_YWH_W_AI,annotation,2026-08-09 09:30:52.836,1786239052.836,2026-08-09 09:30:42.836,2026-08-09 09:31:02.836,1.638,299.7,1127.7,651.9,1426.0,680.7,,447
260809_YWH_W_AI,annotation,2026-08-09 09:30:54.894,1786239054.894,2026-08-09 09:30:44.894,2026-08-09 09:31:04.894,4.342,59.3,1195.2,642.4,1230.7,689.9,,448
260809_YWH_W_AI,annotation,2026-08-09 09:31:58.563,1786239118.563,2026-08-09 09:31:48.563,2026-08-09 09:32:08.563,0.117,1.0,1276.4,745.9,1277.1,746.6,,449
260809_YWH_W_AI,annotation,2026-08-09 09:32:11.993,1786239131.993,2026-08-09 09:32:01.993,2026-08-09 09:32:21.993,4.965,122.0,1057.5,647.9,1171.4,603.9,,450
260809_YWH_W_AI,annotation,2026-08-09 09:32:39.121,1786239159.121,2026-08-09 09:32:29.121,2026-08-09 09:32:49.121,1.396,22.7,1079.3,542.0,1098.3,554.3,,451
260809_YWH_W_AI,annotation,2026-08-09 09:32:40.919,1786239160.919,2026-08-09 09:32:30.919,2026-08-09 09:32:50.919,2.178,41.2,1091.9,555.4,1050.8,558.5,,452
260809_YWH_W_AI,annotation,2026-08-09 09:32:55.891,1786239175.891,2026-08-09 09:32:45.891,2026-08-09 09:33:05.891,2.776,11.9,1078.4,643.4,1073.6,654.3,,453
260809_YWH_W_AI,annotation,2026-08-09 09:33:02.252,1786239182.252,2026-08-09 09:32:52.252,2026-08-09 09:33:12.252,3.247,133.9,860.7,582.8,966.7,664.6,,454
260809_YWH_W_AI,annotation,2026-08-09 09:34:09.308,1786239249.308,2026-08-09 09:33:59.308,2026-08-09 09:34:19.308,0.105,0.2,694.7,392.2,694.9,392.2,,455
260809_YWH_W_AI,annotation,2026-08-09 09:34:56.357,1786239296.357,2026-08-09 09:34:46.357,2026-08-09 09:35:06.357,0.105,0.3,806.1,413.8,806.3,414.0,,456
260809_YWH_W_AI,annotation,2026-08-09 09:35:13.945,1786239313.945,2026-08-09 09:35:03.945,2026-08-09 09:35:23.945,0.104,0.5,920.5,751.2,921.0,751.2,,457
260809_YWH_W_AI,annotation,2026-08-09 09:35:18.152,1786239318.152,2026-08-09 09:35:08.152,2026-08-09 09:35:28.152,0.105,0.2,919.9,732.3,920.2,732.3,,458
260809_YWH_W_AI,annotation,2026-08-09 09:35:38.364,1786239338.364,2026-08-09 09:35:28.364,2026-08-09 09:35:48.364,0.105,0.2,125.5,121.1,125.5,120.8,,459
260809_YWH_W_AI,annotation,2026-08-09 09:37:25.788,1786239445.788,2026-08-09 09:37:15.788,2026-08-09 09:37:35.788,1.83,32.4,1104.1,714.2,1134.2,702.2,,460
260809_YWH_W_AI,annotation,2026-08-09 09:37:43.261,1786239463.261,2026-08-09 09:37:33.261,2026-08-09 09:37:53.261,0.105,0.3,715.5,489.7,715.7,490.0,,461
260809_YWH_W_AI,annotation,2026-08-09 09:38:48.527,1786239528.527,2026-08-09 09:38:38.527,2026-08-09 09:38:58.527,0.113,0.5,670.3,526.7,670.8,526.7,,462
260809_YWH_W_AI,annotation,2026-08-09 09:39:47.435,1786239587.435,2026-08-09 09:39:37.435,2026-08-09 09:39:57.435,1.291,89.8,810.3,777.2,886.9,824.2,,463
260809_YWH_W_AI,annotation,2026-08-09 09:49:36.033,1786240176.033,2026-08-09 09:49:26.033,2026-08-09 09:49:46.033,0.115,2.1,686.5,164.9,687.9,166.5,,464
260809_YWH_W_AI,annotation,2026-08-09 09:50:57.797,1786240257.797,2026-08-09 09:50:47.797,2026-08-09 09:51:07.797,0.113,0.2,1094.8,749.0,1095.0,749.0,,465
260809_YWH_W_AI,annotation,2026-08-09 09:51:08.659,1786240268.659,2026-08-09 09:50:58.659,2026-08-09 09:51:18.659,2.009,43.8,1139.4,763.5,1178.1,743.0,,466
260809_YWH_W_AI,annotation,2026-08-09 09:53:31.431,1786240411.431,2026-08-09 09:53:21.431,2026-08-09 09:53:41.431,0.127,0.2,1085.5,788.1,1085.7,788.1,,467
260809_YWH_W_AI,annotation,2026-08-09 09:54:38.886,1786240478.886,2026-08-09 09:54:28.886,2026-08-09 09:54:48.886,0.101,0.3,746.9,243.3,747.1,243.5,,468
260809_YWH_W_AI,annotation,2026-08-09 09:54:40.558,1786240480.558,2026-08-09 09:54:30.558,2026-08-09 09:54:50.558,0.108,4.6,947.9,481.7,944.8,478.3,,469
260809_YWH_W_AI,annotation,2026-08-09 09:59:36.533,1786240776.533,2026-08-09 09:59:26.533,2026-08-09 09:59:46.533,0.106,0.3,676.1,321.9,676.3,322.1,,470
260809_YWH_W_AI,annotation,2026-08-09 10:00:37.380,1786240837.38,2026-08-09 10:00:27.380,2026-08-09 10:00:47.380,0.106,0.8,797.6,334.6,798.1,335.2,,471
260809_YWH_W_AI,annotation,2026-08-09 10:03:50.611,1786241030.611,2026-08-09 10:03:40.611,2026-08-09 10:04:00.611,0.105,0.5,863.1,396.2,863.1,396.6,,472
260809_YWH_W_AI,annotation,2026-08-09 10:06:56.597,1786241216.597,2026-08-09 10:06:46.597,2026-08-09 10:07:06.597,0.106,0.3,1324.4,938.4,1324.7,938.6,,473
260809_YWH_W_AI,annotation,2026-08-09 10:07:49.172,1786241269.172,2026-08-09 10:07:39.172,2026-08-09 10:07:59.172,2.312,215.6,980.5,737.2,1160.0,856.6,,474
260809_YWH_W_AI,annotation,2026-08-09 10:13:37.317,1786241617.317,2026-08-09 10:13:27.317,2026-08-09 10:13:47.317,0.1,1.5,792.9,508.3,793.6,509.7,,475
260809_YWH_W_AI,annotation,2026-08-09 10:26:46.992,1786242406.992,2026-08-09 10:26:36.992,2026-08-09 10:26:56.992,0.121,2.6,51.4,60.6,52.2,63.1,,476
260809_YWH_W_AI,annotation,2026-08-09 10:26:49.391,1786242409.391,2026-08-09 10:26:39.391,2026-08-09 10:26:59.391,0.129,0.2,1146.9,1043.9,1146.9,1044.1,,477
260809_YWH_W_AI,annotation,2026-08-09 10:27:04.483,1786242424.483,2026-08-09 10:26:54.483,2026-08-09 10:27:14.483,1.428,399.7,896.7,398.6,1295.7,373.8,,478
260809_YWH_W_AI,annotation,2026-08-09 10:27:06.891,1786242426.891,2026-08-09 10:26:56.891,2026-08-09 10:27:16.891,0.449,56.9,1003.9,575.7,1060.3,568.7,,479
260809_YWH_W_AI,annotation,2026-08-09 10:28:59.397,1786242539.397,2026-08-09 10:28:49.397,2026-08-09 10:29:09.397,1.044,7.4,951.1,533.7,958.5,533.8,,480
260809_YWH_W_AI,annotation,2026-08-09 10:30:18.300,1786242618.3,2026-08-09 10:30:08.300,2026-08-09 10:30:28.300,1.398,319.9,1033.9,624.4,1352.9,599.3,,481
260809_YWH_W_AI,annotation,2026-08-09 10:30:20.182,1786242620.182,2026-08-09 10:30:10.182,2026-08-09 10:30:30.182,1.687,140.6,1086.5,650.3,1214.6,592.4,,482
260809_YWH_W_AI,annotation,2026-08-09 10:30:46.560,1786242646.56,2026-08-09 10:30:36.560,2026-08-09 10:30:56.560,1.134,97.3,1033.3,588.5,1110.4,647.8,,483
260809_YWH_W_AI,annotation,2026-08-09 10:33:48.856,1786242828.856,2026-08-09 10:33:38.856,2026-08-09 10:33:58.856,1.577,363.5,875.3,417.3,1227.2,326.5,,484
260809_YWH_W_AI,annotation,2026-08-09 10:33:50.733,1786242830.733,2026-08-09 10:33:40.733,2026-08-09 10:34:00.733,1.679,102.6,1146.0,550.9,1246.8,531.3,,485
260809_YWH_W_AI,annotation,2026-08-09 10:36:08.815,1786242968.815,2026-08-09 10:35:58.815,2026-08-09 10:36:18.815,1.562,458.0,905.6,570.7,1338.2,420.3,,486
260809_YWH_W_AI,annotation,2026-08-09 10:36:10.887,1786242970.887,2026-08-09 10:36:00.887,2026-08-09 10:36:20.887,0.6,117.8,1199.4,571.3,1314.1,544.6,,487
260809_YWH_W_AI,annotation,2026-08-09 10:37:37.589,1786243057.589,2026-08-09 10:37:27.589,2026-08-09 10:37:47.589,1.124,419.4,899.8,540.1,1305.2,433.0,,488
260809_YWH_W_AI,annotation,2026-08-09 10:37:39.225,1786243059.225,2026-08-09 10:37:29.225,2026-08-09 10:37:49.225,0.733,84.2,1127.9,567.4,1212.0,567.0,,489
260809_YWH_W_AI,annotation,2026-08-09 10:39:18.660,1786243158.66,2026-08-09 10:39:08.660,2026-08-09 10:39:28.660,1.007,564.6,823.0,546.0,1378.3,444.2,,490
260809_YWH_W_AI,annotation,2026-08-09 10:39:20.189,1786243160.189,2026-08-09 10:39:10.189,2026-08-09 10:39:30.189,0.352,68.7,1189.8,600.1,1258.5,600.7,,491
260809_YWH_W_AI,annotation,2026-08-09 10:39:21.053,1786243161.053,2026-08-09 10:39:11.053,2026-08-09 10:39:31.053,1.177,22.0,1244.7,611.8,1223.3,607.1,,492
260809_YWH_W_AI,annotation,2026-08-09 10:39:36.412,1786243176.412,2026-08-09 10:39:26.412,2026-08-09 10:39:46.412,1.278,135.6,1083.6,620.6,1195.7,696.9,,493
260809_YWH_W_AI,annotation,2026-08-09 10:39:45.925,1786243185.925,2026-08-09 10:39:35.925,2026-08-09 10:39:55.925,0.569,101.9,1071.2,600.4,1157.3,655.1,,494
260809_YWH_W_AI,annotation,2026-08-09 10:41:39.927,1786243299.927,2026-08-09 10:41:29.927,2026-08-09 10:41:49.927,10.784,1193.8,211.9,144.1,1396.0,296.2,,495
260809_YWH_W_AI,annotation,2026-08-09 10:41:56.069,1786243316.069,2026-08-09 10:41:46.069,2026-08-09 10:42:06.069,0.806,444.8,850.6,504.5,1290.8,440.6,,496
260809_YWH_W_AI,annotation,2026-08-09 10:42:19.303,1786243339.303,2026-08-09 10:42:09.303,2026-08-09 10:42:29.303,1.783,1103.1,1395.6,143.9,293.6,194.1,,497
260809_YWH_W_AI,annotation,2026-08-09 10:42:22.286,1786243342.286,2026-08-09 10:42:12.286,2026-08-09 10:42:32.286,47.372,497.7,294.6,148.7,534.8,584.6,,498
260809_YWH_W_AI,annotation,2026-08-09 10:43:21.728,1786243401.728,2026-08-09 10:43:11.728,2026-08-09 10:43:31.728,0.621,359.8,908.1,486.8,1267.9,487.3,,499
260809_YWH_W_AI,annotation,2026-08-09 10:43:22.828,1786243402.828,2026-08-09 10:43:12.828,2026-08-09 10:43:32.828,0.578,208.6,1095.8,585.5,1304.3,586.0,,500
260809_YWH_W_AI,annotation,2026-08-09 10:43:23.796,1786243403.796,2026-08-09 10:43:13.796,2026-08-09 10:43:33.796,1.635,22.2,1280.2,600.9,1262.2,587.9,,501
260809_YWH_W_AI,annotation,2026-08-09 10:44:00.878,1786243440.878,2026-08-09 10:43:50.878,2026-08-09 10:44:10.878,22.687,352.2,1370.3,145.7,1691.2,290.9,,502
260809_YWH_W_AI,annotation,2026-08-09 10:44:30.322,1786243470.322,2026-08-09 10:44:20.322,2026-08-09 10:44:40.322,0.788,486.7,924.7,582.9,1408.7,532.1,,503
260809_YWH_W_AI,annotation,2026-08-09 10:44:32.100,1786243472.1,2026-08-09 10:44:22.100,2026-08-09 10:44:42.100,1.266,119.1,1033.1,576.9,1145.6,537.9,,504
260809_YWH_W_AI,annotation,2026-08-09 10:44:53.450,1786243493.45,2026-08-09 10:44:43.450,2026-08-09 10:45:03.450,11.929,199.5,1186.6,143.9,1002.9,221.7,,505
260809_YWH_W_AI,annotation,2026-08-09 10:45:09.141,1786243509.141,2026-08-09 10:44:59.141,2026-08-09 10:45:19.141,1.126,104.7,1099.0,605.0,1185.8,663.6,,506
260809_YWH_W_AI,annotation,2026-08-09 10:45:14.895,1786243514.895,2026-08-09 10:45:04.895,2026-08-09 10:45:24.895,25.259,453.1,998.6,139.1,1448.0,197.3,,507
260809_YWH_W_AI,annotation,2026-08-09 10:45:44.932,1786243544.932,2026-08-09 10:45:34.932,2026-08-09 10:45:54.932,5.648,17.8,1448.3,143.8,1465.0,150.0,,508
260809_YWH_W_AI,annotation,2026-08-09 10:45:54.663,1786243554.663,2026-08-09 10:45:44.663,2026-08-09 10:46:04.663,9.644,169.7,1479.8,139.3,1649.2,148.4,,509
260809_YWH_W_AI,annotation,2026-08-09 10:46:17.934,1786243577.934,2026-08-09 10:46:07.934,2026-08-09 10:46:27.934,7.26,667.8,1417.4,145.9,751.7,198.8,,510
260809_YWH_W_AI,annotation,2026-08-09 10:46:34.155,1786243594.155,2026-08-09 10:46:24.155,2026-08-09 10:46:44.155,0.806,506.9,909.8,541.3,1414.2,491.0,,511
260809_YWH_W_AI,annotation,2026-08-09 10:46:35.461,1786243595.461,2026-08-09 10:46:25.461,2026-08-09 10:46:45.461,1.035,104.5,1111.7,590.6,1207.3,548.5,,512
260809_YWH_W_AI,annotation,2026-08-09 10:46:36.917,1786243596.917,2026-08-09 10:46:26.917,2026-08-09 10:46:46.917,0.107,12.1,1160.0,503.5,1151.5,512.0,,513
260809_YWH_W_AI,annotation,2026-08-09 10:46:40.178,1786243600.178,2026-08-09 10:46:30.178,2026-08-09 10:46:50.178,23.437,362.4,1350.8,141.2,1713.2,143.7,,514
260809_YWH_W_AI,annotation,2026-08-09 10:47:10.756,1786243630.756,2026-08-09 10:47:00.756,2026-08-09 10:47:20.756,8.258,432.9,1352.8,144.8,921.6,183.4,,515
260809_YWH_W_AI,annotation,2026-08-09 10:47:19.202,1786243639.202,2026-08-09 10:47:09.202,2026-08-09 10:47:29.202,0.412,63.4,915.2,185.5,852.0,190.4,,516
260809_YWH_W_AI,annotation,2026-08-09 10:47:20.461,1786243640.461,2026-08-09 10:47:10.461,2026-08-09 10:47:30.461,0.66,111.6,1001.8,271.0,1112.8,282.6,,517
260809_YWH_W_AI,annotation,2026-08-09 10:47:22.061,1786243642.061,2026-08-09 10:47:12.061,2026-08-09 10:47:32.061,2.121,217.5,919.5,144.1,702.1,150.0,,518
260809_YWH_W_AI,annotation,2026-08-09 10:47:25.674,1786243645.674,2026-08-09 10:47:15.674,2026-08-09 10:47:35.674,3.623,478.1,702.3,147.9,225.0,175.4,,519
260809_YWH_W_AI,annotation,2026-08-09 10:47:33.999,1786243653.999,2026-08-09 10:47:23.999,2026-08-09 10:47:43.999,0.579,395.1,918.9,533.4,1314.0,535.4,,520
260809_YWH_W_AI,annotation,2026-08-09 10:47:34.869,1786243654.869,2026-08-09 10:47:24.869,2026-08-09 10:47:44.869,1.01,280.2,1005.3,581.1,1282.5,539.8,,521
260809_YWH_W_AI,annotation,2026-08-09 10:47:36.207,1786243656.207,2026-08-09 10:47:26.207,2026-08-09 10:47:46.207,1.348,38.0,1260.8,533.4,1222.8,532.3,,522
260809_YWH_W_AI,annotation,2026-08-09 10:48:33.115,1786243713.115,2026-08-09 10:48:23.115,2026-08-09 10:48:43.115,20.281,164.5,1570.7,143.0,1481.4,281.2,,523
260809_YWH_W_AI,annotation,2026-08-09 10:48:55.099,1786243735.099,2026-08-09 10:48:45.099,2026-08-09 10:49:05.099,4.964,4.6,1481.6,145.2,1479.5,141.1,,524
260809_YWH_W_AI,annotation,2026-08-09 10:49:05.816,1786243745.816,2026-08-09 10:48:55.816,2026-08-09 10:49:15.816,1.147,59.5,1062.1,570.2,1103.0,613.5,,525
260809_YWH_W_AI,annotation,2026-08-09 10:49:09.452,1786243749.452,2026-08-09 10:48:59.452,2026-08-09 10:49:19.452,8.427,7.4,1479.6,144.3,1472.2,143.4,,526
260809_YWH_W_AI,annotation,2026-08-09 10:49:27.545,1786243767.545,2026-08-09 10:49:17.545,2026-08-09 10:49:37.545,0.503,287.2,906.3,427.0,1192.4,402.1,,527
260809_YWH_W_AI,annotation,2026-08-09 10:49:28.478,1786243768.478,2026-08-09 10:49:18.478,2026-08-09 10:49:38.478,0.333,250.8,1048.7,565.8,1299.3,554.0,,528
260809_YWH_W_AI,annotation,2026-08-09 10:49:29.195,1786243769.195,2026-08-09 10:49:19.195,2026-08-09 10:49:39.195,1.131,14.9,1217.1,575.6,1208.7,563.3,,529
260809_YWH_W_AI,annotation,2026-08-09 10:50:27.444,1786243827.444,2026-08-09 10:50:17.444,2026-08-09 10:50:37.444,14.912,220.7,1488.9,143.3,1268.5,153.6,,530
260809_YWH_W_AI,annotation,2026-08-09 10:50:45.371,1786243845.371,2026-08-09 10:50:35.371,2026-08-09 10:50:55.371,0.67,91.2,969.5,601.1,1048.6,646.5,,531
260809_YWH_W_AI,annotation,2026-08-09 10:50:49.077,1786243849.077,2026-08-09 10:50:39.077,2026-08-09 10:50:59.077,25.538,283.6,1270.1,145.4,1553.1,163.9,,532
260809_YWH_W_AI,annotation,2026-08-09 10:51:19.751,1786243879.751,2026-08-09 10:51:09.751,2026-08-09 10:51:29.751,0.45,313.8,923.5,550.3,1236.6,529.0,,533
260809_YWH_W_AI,annotation,2026-08-09 10:51:20.623,1786243880.623,2026-08-09 10:51:10.623,2026-08-09 10:51:30.623,0.292,229.8,1074.4,623.2,1304.2,624.5,,534
260809_YWH_W_AI,annotation,2026-08-09 10:51:21.140,1786243881.14,2026-08-09 10:51:11.140,2026-08-09 10:51:31.140,0.225,112.1,1082.9,677.8,1192.4,653.9,,535
260809_YWH_W_AI,annotation,2026-08-09 10:51:21.934,1786243881.934,2026-08-09 10:51:11.934,2026-08-09 10:51:31.934,3.172,16.1,1185.9,652.3,1171.3,645.4,,536
260809_YWH_W_AI,annotation,2026-08-09 10:51:32.307,1786243892.307,2026-08-09 10:51:22.307,2026-08-09 10:51:42.307,3.66,61.8,982.5,372.2,923.1,389.1,,537
260809_YWH_W_AI,annotation,2026-08-09 10:52:51.980,1786243971.98,2026-08-09 10:52:41.980,2026-08-09 10:53:01.980,9.106,1311.9,117.0,140.7,1423.1,264.0,,538
260809_YWH_W_AI,annotation,2026-08-09 10:53:05.308,1786243985.308,2026-08-09 10:52:55.308,2026-08-09 10:53:15.308,1.5,222.7,1420.9,145.1,1643.4,135.1,,539
260809_YWH_W_AI,annotation,2026-08-09 10:53:12.297,1786243992.297,2026-08-09 10:53:02.297,2026-08-09 10:53:22.297,0.453,297.3,854.7,466.4,1150.5,436.9,,540
260809_YWH_W_AI,annotation,2026-08-09 10:53:13.138,1786243993.138,2026-08-09 10:53:03.138,2026-08-09 10:53:23.138,0.481,224.3,998.2,479.2,1222.4,470.8,,541
260809_YWH_W_AI,annotation,2026-08-09 10:53:13.822,1786243993.822,2026-08-09 10:53:03.822,2026-08-09 10:53:23.822,1.521,39.0,1206.0,494.4,1167.7,486.8,,542
260809_YWH_W_AI,annotation,2026-08-09 10:54:17.016,1786244057.016,2026-08-09 10:54:07.016,2026-08-09 10:54:27.016,15.648,1216.6,1405.4,142.6,201.7,319.4,,543
260809_YWH_W_AI,annotation,2026-08-09 10:54:44.699,1786244084.699,2026-08-09 10:54:34.699,2026-08-09 10:54:54.699,0.52,344.9,869.1,540.4,1213.2,517.5,,544
260809_YWH_W_AI,annotation,2026-08-09 10:54:45.464,1786244085.464,2026-08-09 10:54:35.464,2026-08-09 10:54:55.464,1.05,169.6,938.0,620.4,1093.1,551.7,,545
260809_YWH_W_AI,annotation,2026-08-09 10:55:05.279,1786244105.279,2026-08-09 10:54:55.279,2026-08-09 10:55:15.279,14.718,280.3,1306.4,143.5,1558.1,266.7,,546
260809_YWH_W_AI,annotation,2026-08-09 10:55:25.320,1786244125.32,2026-08-09 10:55:15.320,2026-08-09 10:55:35.320,0.464,389.8,857.4,527.3,1246.0,496.9,,547
260809_YWH_W_AI,annotation,2026-08-09 10:55:26.132,1786244126.132,2026-08-09 10:55:16.132,2026-08-09 10:55:36.132,1.414,61.5,1144.8,533.7,1195.6,499.1,,548
260809_YWH_W_AI,annotation,2026-08-09 10:55:57.623,1786244157.623,2026-08-09 10:55:47.623,2026-08-09 10:56:07.623,14.213,1231.1,1599.8,145.7,374.4,263.8,,549
260809_YWH_W_AI,annotation,2026-08-09 10:56:20.842,1786244180.842,2026-08-09 10:56:10.842,2026-08-09 10:56:30.842,1.628,180.5,965.6,590.7,1132.9,522.8,,550
260809_YWH_W_AI,annotation,2026-08-09 10:56:31.705,1786244191.705,2026-08-09 10:56:21.705,2026-08-09 10:56:41.705,9.31,6.5,797.7,144.4,791.2,144.7,,551
260809_YWH_W_AI,annotation,2026-08-09 10:57:09.015,1786244229.015,2026-08-09 10:56:59.015,2026-08-09 10:57:19.015,0.716,164.5,951.9,500.5,1108.9,549.9,,552
260809_YWH_W_AI,annotation,2026-08-09 10:57:35.259,1786244255.259,2026-08-09 10:57:25.259,2026-08-09 10:57:45.259,1.305,86.4,900.8,497.9,968.1,552.1,,553
260809_YWH_W_AI,annotation,2026-08-09 10:57:50.955,1786244270.955,2026-08-09 10:57:40.955,2026-08-09 10:58:00.955,5.997,153.3,1451.3,142.7,1327.1,232.5,,554
260809_YWH_W_AI,annotation,2026-08-09 10:58:09.310,1786244289.31,2026-08-09 10:57:59.310,2026-08-09 10:58:19.310,5.761,1269.8,118.9,143.0,1382.2,271.4,,555
260809_YWH_W_AI,annotation,2026-08-09 10:58:20.322,1786244300.322,2026-08-09 10:58:10.322,2026-08-09 10:58:30.322,0.502,367.9,911.1,504.8,1276.3,460.1,,556
260809_YWH_W_AI,annotation,2026-08-09 10:58:21.163,1786244301.163,2026-08-09 10:58:11.163,2026-08-09 10:58:31.163,0.224,176.2,1263.2,475.1,1438.7,459.2,,557
260809_YWH_W_AI,annotation,2026-08-09 10:58:25.963,1786244305.963,2026-08-09 10:58:15.963,2026-08-09 10:58:35.963,2.444,28.2,1231.9,559.3,1204.3,553.2,,558
260809_YWH_W_AI,annotation,2026-08-09 10:58:41.931,1786244321.931,2026-08-09 10:58:31.931,2026-08-09 10:58:51.931,16.774,985.0,1466.4,141.9,499.5,329.7,,559
260809_YWH_W_AI,annotation,2026-08-09 10:59:04.002,1786244344.002,2026-08-09 10:58:54.002,2026-08-09 10:59:14.002,0.44,238.2,984.1,612.4,1220.6,583.7,,560
260809_YWH_W_AI,annotation,2026-08-09 10:59:04.722,1786244344.722,2026-08-09 10:58:54.722,2026-08-09 10:59:14.722,0.35,233.6,1117.9,593.5,1350.2,570.1,,561
260809_YWH_W_AI,annotation,2026-08-09 10:59:05.501,1786244345.501,2026-08-09 10:58:55.501,2026-08-09 10:59:15.501,0.682,24.5,1264.5,615.6,1240.7,609.6,,562
260809_YWH_W_AI,annotation,2026-08-09 10:59:15.102,1786244355.102,2026-08-09 10:59:05.102,2026-08-09 10:59:25.102,0.109,0.2,1097.3,695.0,1097.5,695.0,,563
260809_YWH_W_AI,annotation,2026-08-09 10:59:24.827,1786244364.827,2026-08-09 10:59:14.827,2026-08-09 10:59:34.827,0.105,0.2,1002.2,684.6,1002.2,684.3,,564
260809_YWH_W_AI,annotation,2026-08-09 10:59:36.900,1786244376.9,2026-08-09 10:59:26.900,2026-08-09 10:59:46.900,14.656,1302.9,1547.6,144.9,246.3,209.1,,565
260809_YWH_W_AI,annotation,2026-08-09 11:00:01.601,1786244401.601,2026-08-09 10:59:51.601,2026-08-09 11:00:11.601,0.441,273.3,881.1,463.1,1154.3,460.7,,566
260809_YWH_W_AI,annotation,2026-08-09 11:00:02.276,1786244402.276,2026-08-09 10:59:52.276,2026-08-09 11:00:12.276,1.73,128.0,1023.3,511.2,1146.2,475.4,,567
260809_YWH_W_AI,annotation,2026-08-09 11:00:11.431,1786244411.431,2026-08-09 11:00:01.431,2026-08-09 11:00:21.431,31.854,302.9,1450.0,145.8,1232.9,357.0,,568
260809_YWH_W_AI,annotation,2026-08-09 11:00:46.634,1786244446.634,2026-08-09 11:00:36.634,2026-08-09 11:00:56.634,0.993,102.1,970.8,602.5,1043.3,674.4,,569
260809_YWH_W_AI,annotation,2026-08-09 11:00:49.892,1786244449.892,2026-08-09 11:00:39.892,2026-08-09 11:00:59.892,22.457,159.6,1244.6,142.9,1384.3,220.2,,570
260809_YWH_W_AI,annotation,2026-08-09 11:01:30.925,1786244490.925,2026-08-09 11:01:20.925,2026-08-09 11:01:40.925,10.42,1295.8,114.8,147.0,1395.1,347.3,,571
260809_YWH_W_AI,annotation,2026-08-09 11:02:45.596,1786244565.596,2026-08-09 11:02:35.596,2026-08-09 11:02:55.596,0.126,0.2,62.2,231.7,62.2,231.5,,572
260809_LL_W_AI,annotation,2026-08-09 13:27:49.406,1786253269.406,2026-08-09 13:27:39.406,2026-08-09 13:27:59.406,0.129,0.9,749.8,409.3,749.8,408.4,,573
260809_LL_W_AI,annotation,2026-08-09 13:31:21.494,1786253481.494,2026-08-09 13:31:11.494,2026-08-09 13:31:31.494,0.134,0.2,53.8,57.4,53.8,57.6,,574
260809_LL_W_AI,annotation,2026-08-09 13:36:00.224,1786253760.224,2026-08-09 13:35:50.224,2026-08-09 13:36:10.224,1.259,92.3,715.3,681.9,791.8,733.5,,575
